TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2024EP,01-014-058,LMP,10
Listas,2024EP,01-014-059,LMP,6
Listas,2024EP,01-014-060,LMP,9
Listas,2024EP,01-014-061,LMP,11
Listas,2024EP,01-014-062,LMP,6
Listas,2024EP,01-014-063,LMP,13
Listas,2024EP,01-014-064,LMP,10
Listas,2024EP,01-014-065,LMP,15
Listas,2024EP,01-014-066,LMP,10
Listas,2024EP,01-014-067,LMP,12
Listas,2024EP,01-014-068,LMP,9
Listas,2024EP,01-014-069,LMP,13
Listas,2024EP,01-014-070,LMP,12
Listas,2024EP,01-014-071,LMP,13
Listas,2024EP,01-014-072,LMP,11
Listas,2024EP,01-014-073,LMP,10
Listas,2024EP,01-014-074,LMP,8
Listas,2024EP,01-014-075,LMP,11
Listas,2024EP,01-014-076,LMP,2
Listas,2024EP,01-015-001,LMP,8
Listas,2024EP,01-015-002,LMP,13
Listas,2024EP,01-015-003,LMP,9
Listas,2024EP,01-015-004,LMP,4
Listas,2024EP,01-015-005,LMP,15
Listas,2024EP,01-015-006,LMP,6
Listas,2024EP,01-015-007,LMP,6
Listas,2024EP,01-015-008,LMP,7
Listas,2024EP,01-015-009,LMP,2
Listas,2024EP,01-015-010,LMP,12
Listas,2024EP,01-015-011,LMP,7
Listas,2024EP,01-015-012,LMP,10
Listas,2024EP,01-015-013,LMP,7
Listas,2024EP,01-015-014,LMP,7
Listas,2024EP,01-015-015,LMP,11
Listas,2024EP,01-015-016,LMP,7
Listas,2024EP,01-015-017,LMP,12
Listas,2024EP,01-015-018,LMP,10
Listas,2024EP,01-015-019,LMP,10
Listas,2024EP,01-015-020,LMP,10
Listas,2024EP,01-015-021,LMP,2
Listas,2024EP,01-015-022,LMP,8
Listas,2024EP,01-015-023,LMP,6
Listas,2024EP,01-015-024,LMP,12
Listas,2024EP,01-015-025,LMP,11
Listas,2024EP,01-015-026,LMP,13
Listas,2024EP,01-015-027,LMP,8
Listas,2024EP,01-015-028,LMP,5
Listas,2024EP,01-015-029,LMP,11
Listas,2024EP,01-015-030,LMP,13
Listas,2024EP,01-015-031,LMP,4
Listas,2024EP,01-015-032,LMP,6
Listas,2024EP,01-015-033,LMP,8
Listas,2024EP,01-015-034,LMP,7
Listas,2024EP,01-015-035,LMP,18
Listas,2024EP,01-015-036,LMP,9
Listas,2024EP,01-015-037,LMP,8
Listas,2024EP,01-015-038,LMP,8
Listas,2024EP,01-015-039,LMP,6
Listas,2024EP,01-015-040,LMP,9
Listas,2024EP,01-015-041,LMP,3
Listas,2024EP,01-015-042,LMP,7
Listas,2024EP,01-015-043,LMP,3
Listas,2024EP,01-015-044,LMP,5
Listas,2024EP,01-015-045,LMP,5
Listas,2024EP,01-015-046,LMP,11
Listas,2024EP,01-015-047,LMP,4
Listas,2024EP,01-015-048,LMP,12
Listas,2024EP,01-015-049,LMP,6
Listas,2024EP,01-015-050,LMP,12
Listas,2024EP,01-015-051,LMP,13
Listas,2024EP,01-015-052,LMP,10
Listas,2024EP,01-015-053,LMP,13
Listas,2024EP,01-015-054,LMP,9
Listas,2024EP,01-015-055,LMP,13
Listas,2024EP,01-015-056,LMP,8
Listas,2024EP,01-015-057,LMP,8
Listas,2024EP,01-015-058,LMP,5
Listas,2024EP,01-015-059,LMP,1
Listas,2024EP,01-015-060,LMP,9
Listas,2024EP,01-016-001,LMP,7
Listas,2024EP,01-016-002,LMP,5
Listas,2024EP,01-016-003,LMP,6
Listas,2024EP,01-016-004,LMP,10
Listas,2024EP,01-016-005,LMP,6
Listas,2024EP,01-016-006,LMP,11
Listas,2024EP,01-016-007,LMP,6
Listas,2024EP,01-016-008,LMP,14
Listas,2024EP,01-016-009,LMP,10
Listas,2024EP,01-016-010,LMP,7
Listas,2024EP,01-016-011,LMP,6
Listas,2024EP,01-016-012,LMP,6
Listas,2024EP,01-016-013,LMP,11
Listas,2024EP,01-016-014,LMP,9
Listas,2024EP,01-016-015,LMP,17
Listas,2024EP,01-016-016,LMP,11
Listas,2024EP,01-016-017,LMP,11
Listas,2024EP,01-016-018,LMP,5
Listas,2024EP,01-016-019,LMP,5
Listas,2024EP,01-016-020,LMP,6
Listas,2024EP,01-016-021,LMP,7
Listas,2024EP,01-016-022,LMP,11
Listas,2024EP,01-016-023,LMP,14
Listas,2024EP,01-016-024,LMP,5
Listas,2024EP,01-016-025,LMP,6
Listas,2024EP,01-016-026,LMP,9
Listas,2024EP,01-016-027,LMP,10
Listas,2024EP,01-016-028,LMP,7
Listas,2024EP,01-016-029,LMP,5
Listas,2024EP,01-016-030,LMP,8
Listas,2024EP,01-016-031,LMP,7
Listas,2024EP,01-016-032,LMP,9
Listas,2024EP,01-016-033,LMP,15
Listas,2024EP,01-016-034,LMP,13
Listas,2024EP,01-016-035,LMP,9
Listas,2024EP,01-016-036,LMP,4
Listas,2024EP,01-016-037,LMP,10
Listas,2024EP,01-016-038,LMP,8
Listas,2024EP,01-016-039,LMP,4
Listas,2024EP,01-016-040,LMP,15
Listas,2024EP,01-016-041,LMP,3
Listas,2024EP,01-016-042,LMP,20
Listas,2024EP,01-016-043,LMP,6
Listas,2024EP,01-016-044,LMP,7
Listas,2024EP,01-016-045,LMP,12
Listas,2024EP,01-016-046,LMP,11
Listas,2024EP,01-016-047,LMP,6
Listas,2024EP,01-016-048,LMP,4
Listas,2024EP,01-016-049,LMP,8
Listas,2024EP,01-016-050,LMP,6
Listas,2024EP,01-016-051,LMP,9
Listas,2024EP,01-016-052,LMP,7
Listas,2024EP,01-016-053,LMP,10
Listas,2024EP,01-016-054,LMP,7
Listas,2024EP,01-016-055,LMP,13
Listas,2024EP,01-016-056,LMP,9
Listas,2024EP,01-016-057,LMP,9
Listas,2024EP,01-016-058,LMP,8
Listas,2024EP,01-016-059,LMP,7
Listas,2024EP,01-016-060,LMP,20
Listas,2024EP,01-016-061,LMP,8
Listas,2024EP,01-016-062,LMP,0
Listas,2024EP,01-016-063,LMP,10
Listas,2024EP,01-017-001,LMP,5
Listas,2024EP,01-017-002,LMP,10
Listas,2024EP,01-017-003,LMP,11
Listas,2024EP,01-017-004,LMP,5
Listas,2024EP,01-017-005,LMP,3
Listas,2024EP,01-017-006,LMP,9
Listas,2024EP,01-017-007,LMP,5
Listas,2024EP,01-017-008,LMP,9
Listas,2024EP,01-017-009,LMP,5
Listas,2024EP,01-017-010,LMP,5
Listas,2024EP,01-017-011,LMP,5
Listas,2024EP,01-017-012,LMP,12
Listas,2024EP,01-017-013,LMP,5
Listas,2024EP,01-017-014,LMP,8
Listas,2024EP,01-017-015,LMP,4
Listas,2024EP,01-017-016,LMP,3
Listas,2024EP,01-017-017,LMP,7
Listas,2024EP,01-017-018,LMP,8
Listas,2024EP,01-017-019,LMP,12
Listas,2024EP,01-017-020,LMP,3
Listas,2024EP,01-017-021,LMP,9
Listas,2024EP,01-017-022,LMP,6
Listas,2024EP,01-017-023,LMP,11
Listas,2024EP,01-017-024,LMP,9
Listas,2024EP,01-017-025,LMP,12
Listas,2024EP,01-017-026,LMP,14
Listas,2024EP,01-017-027,LMP,7
Listas,2024EP,01-017-028,LMP,2
Listas,2024EP,01-017-029,LMP,10
Listas,2024EP,01-017-030,LMP,14
Listas,2024EP,01-017-031,LMP,6
Listas,2024EP,01-017-032,LMP,3
Listas,2024EP,01-017-033,LMP,3
Listas,2024EP,01-017-034,LMP,10
Listas,2024EP,01-017-035,LMP,7
Listas,2024EP,01-017-036,LMP,7
Listas,2024EP,01-017-037,LMP,8
Listas,2024EP,01-017-038,LMP,3
Listas,2024EP,01-017-039,LMP,8
Listas,2024EP,01-017-040,LMP,12
Listas,2024EP,01-017-041,LMP,13
Listas,2024EP,01-017-042,LMP,8
Listas,2024EP,01-017-043,LMP,7
Listas,2024EP,01-017-044,LMP,7
Listas,2024EP,01-017-045,LMP,7
Listas,2024EP,01-017-046,LMP,10
Listas,2024EP,01-017-047,LMP,6
Listas,2024EP,01-017-048,LMP,12
Listas,2024EP,01-017-049,LMP,8
Listas,2024EP,01-017-050,LMP,4
Listas,2024EP,01-017-051,LMP,11
Listas,2024EP,01-017-052,LMP,6
Listas,2024EP,01-017-053,LMP,18
Listas,2024EP,01-017-054,LMP,4
Listas,2024EP,01-017-055,LMP,6
Listas,2024EP,01-017-056,LMP,12
Listas,2024EP,01-017-057,LMP,10
Listas,2024EP,01-017-058,LMP,10
Listas,2024EP,01-017-059,LMP,14
Listas,2024EP,01-017-060,LMP,4
Listas,2024EP,01-017-061,LMP,12
Listas,2024EP,01-017-062,LMP,5
Listas,2024EP,01-017-063,LMP,8
Listas,2024EP,01-017-064,LMP,5
Listas,2024EP,01-017-065,LMP,8
Listas,2024EP,01-017-066,LMP,5
Listas,2024EP,01-017-067,LMP,9
Listas,2024EP,01-017-068,LMP,4
Listas,2024EP,01-017-069,LMP,5
Listas,2024EP,01-017-070,LMP,5
Listas,2024EP,01-017-071,LMP,5
Listas,2024EP,01-017-072,LMP,10
Listas,2024EP,01-017-073,LMP,10
Listas,2024EP,01-017-074,LMP,5
Listas,2024EP,01-017-075,LMP,11
Listas,2024EP,01-018-001,LMP,13
Listas,2024EP,01-018-002,LMP,10
Listas,2024EP,01-018-003,LMP,14
Listas,2024EP,01-018-004,LMP,7
Listas,2024EP,01-018-005,LMP,9
Listas,2024EP,01-018-006,LMP,3
Listas,2024EP,01-018-007,LMP,14
Listas,2024EP,01-018-008,LMP,6
Listas,2024EP,01-018-009,LMP,5
Listas,2024EP,01-018-010,LMP,8
Listas,2024EP,01-018-011,LMP,5
Listas,2024EP,01-018-012,LMP,9
Listas,2024EP,01-018-013,LMP,7
Listas,2024EP,01-018-014,LMP,11
Listas,2024EP,01-018-015,LMP,12
Listas,2024EP,01-018-016,LMP,2
Listas,2024EP,01-018-017,LMP,10
Listas,2024EP,01-018-018,LMP,12
Listas,2024EP,01-018-019,LMP,12
Listas,2024EP,01-018-020,LMP,11
Listas,2024EP,01-018-021,LMP,14
Listas,2024EP,01-018-022,LMP,7
Listas,2024EP,01-018-023,LMP,10
Listas,2024EP,01-018-024,LMP,7
Listas,2024EP,01-018-025,LMP,8
Listas,2024EP,01-018-026,LMP,10
Listas,2024EP,01-018-027,LMP,7
Listas,2024EP,01-018-028,LMP,7
Listas,2024EP,01-018-029,LMP,6
Listas,2024EP,01-018-030,LMP,7
Listas,2024EP,01-018-031,LMP,10
Listas,2024EP,01-018-032,LMP,11
Listas,2024EP,01-018-033,LMP,7
Listas,2024EP,01-018-034,LMP,7
Listas,2024EP,01-018-035,LMP,7
Listas,2024EP,01-018-036,LMP,11
Listas,2024EP,01-018-037,LMP,8
Listas,2024EP,01-018-038,LMP,11
Listas,2024EP,01-018-039,LMP,6
Listas,2024EP,01-018-040,LMP,11
Listas,2024EP,01-018-041,LMP,9
Listas,2024EP,01-018-042,LMP,8
Listas,2024EP,01-018-043,LMP,6
Listas,2024EP,01-018-044,LMP,17
Listas,2024EP,01-018-045,LMP,6
Listas,2024EP,01-018-046,LMP,8
Listas,2024EP,01-018-047,LMP,16
Listas,2024EP,01-018-048,LMP,3
Listas,2024EP,01-018-049,LMP,15
Listas,2024EP,01-018-050,LMP,8
Listas,2024EP,01-018-051,LMP,11
Listas,2024EP,01-018-052,LMP,14
Listas,2024EP,01-018-053,LMP,8
Listas,2024EP,01-018-054,LMP,12
Listas,2024EP,01-018-055,LMP,15
Listas,2024EP,01-018-056,LMP,27
Listas,2024EP,01-018-057,LMP,13
Listas,2024EP,01-018-058,LMP,12
Listas,2024EP,01-018-059,LMP,24
Listas,2024EP,01-018-060,LMP,14
Listas,2024EP,01-018-061,LMP,14
Listas,2024EP,01-018-062,LMP,24
Listas,2024EP,01-018-063,LMP,8
Listas,2024EP,01-018-064,LMP,14
Listas,2024EP,01-018-065,LMP,15
Listas,2024EP,01-018-066,LMP,6
Listas,2024EP,01-018-067,LMP,14
Listas,2024EP,01-018-068,LMP,8
Listas,2024EP,01-018-069,LMP,14
Listas,2024EP,01-018-070,LMP,10
Listas,2024EP,01-018-071,LMP,14
Listas,2024EP,01-018-072,LMP,15
Listas,2024EP,01-018-073,LMP,24
Listas,2024EP,01-018-074,LMP,17
Listas,2024EP,01-018-075,LMP,22
Listas,2024EP,01-018-076,LMP,15
Listas,2024EP,01-018-077,LMP,18
Listas,2024EP,01-019-001,LMP,5
Listas,2024EP,01-019-002,LMP,12
Listas,2024EP,01-019-003,LMP,9
Listas,2024EP,01-019-004,LMP,4
Listas,2024EP,01-019-005,LMP,5
Listas,2024EP,01-019-006,LMP,13
Listas,2024EP,01-019-007,LMP,12
Listas,2024EP,01-019-008,LMP,10
Listas,2024EP,01-019-009,LMP,4
Listas,2024EP,01-019-010,LMP,11
Listas,2024EP,01-019-011,LMP,0
Listas,2024EP,01-019-012,LMP,16
Listas,2024EP,01-019-013,LMP,8
Listas,2024EP,01-019-014,LMP,7
Listas,2024EP,01-019-015,LMP,0
Listas,2024EP,01-019-016,LMP,11
Listas,2024EP,01-019-017,LMP,12
Listas,2024EP,01-019-018,LMP,13
Listas,2024EP,01-019-019,LMP,8
Listas,2024EP,01-019-020,LMP,8
Listas,2024EP,01-019-021,LMP,7
Listas,2024EP,01-019-022,LMP,19
Listas,2024EP,01-019-023,LMP,6
Listas,2024EP,01-019-024,LMP,10
Listas,2024EP,01-019-025,LMP,9
Listas,2024EP,01-019-026,LMP,10
Listas,2024EP,01-019-027,LMP,8
Listas,2024EP,01-019-028,LMP,7
Listas,2024EP,01-019-029,LMP,18
Listas,2024EP,01-019-030,LMP,6
Listas,2024EP,01-019-031,LMP,15
Listas,2024EP,01-019-032,LMP,10
Listas,2024EP,01-019-033,LMP,6
Listas,2024EP,01-019-034,LMP,2
Listas,2024EP,01-019-035,LMP,15
Listas,2024EP,01-019-036,LMP,10
Listas,2024EP,01-019-037,LMP,10
Listas,2024EP,01-019-038,LMP,9
Listas,2024EP,01-019-039,LMP,9
Listas,2024EP,01-019-040,LMP,13
Listas,2024EP,01-019-041,LMP,4
Listas,2024EP,01-019-042,LMP,11
Listas,2024EP,01-019-043,LMP,1
Listas,2024EP,01-020-001,LMP,4
Listas,2024EP,01-020-002,LMP,13
Listas,2024EP,01-020-003,LMP,10
Listas,2024EP,01-020-004,LMP,5
Listas,2024EP,01-020-005,LMP,11
Listas,2024EP,01-020-006,LMP,3
Listas,2024EP,01-020-007,LMP,5
Listas,2024EP,01-020-008,LMP,8
Listas,2024EP,01-020-009,LMP,10
Listas,2024EP,01-020-010,LMP,3
Listas,2024EP,01-020-011,LMP,3
Listas,2024EP,01-020-012,LMP,9
Listas,2024EP,01-020-013,LMP,7
Listas,2024EP,01-020-014,LMP,2
Listas,2024EP,01-020-015,LMP,4
Listas,2024EP,01-020-016,LMP,4
Listas,2024EP,01-020-017,LMP,10
Listas,2024EP,01-020-018,LMP,6
Listas,2024EP,01-020-019,LMP,9
Listas,2024EP,01-020-020,LMP,12
Listas,2024EP,01-020-021,LMP,7
Listas,2024EP,01-020-022,LMP,11
Listas,2024EP,01-020-023,LMP,3
Listas,2024EP,01-020-024,LMP,4
Listas,2024EP,01-020-025,LMP,5
Listas,2024EP,01-020-026,LMP,9
Listas,2024EP,01-020-027,LMP,6
Listas,2024EP,01-020-028,LMP,6
Listas,2024EP,01-020-029,LMP,6
Listas,2024EP,01-020-030,LMP,6
Listas,2024EP,01-020-031,LMP,1
Listas,2024EP,01-020-032,LMP,5
Listas,2024EP,01-020-033,LMP,5
Listas,2024EP,01-020-034,LMP,6
Listas,2024EP,01-020-035,LMP,3
Listas,2024EP,01-020-036,LMP,1
Listas,2024EP,01-020-037,LMP,4
Listas,2024EP,01-020-038,LMP,8
Listas,2024EP,01-020-039,LMP,9
Listas,2024EP,01-020-040,LMP,6
Listas,2024EP,01-020-041,LMP,9
Listas,2024EP,01-020-042,LMP,4
Listas,2024EP,01-020-043,LMP,5
Listas,2024EP,01-020-044,LMP,2
Listas,2024EP,01-020-045,LMP,8
Listas,2024EP,01-020-046,LMP,13
Listas,2024EP,01-020-047,LMP,7
Listas,2024EP,01-020-048,LMP,5
Listas,2024EP,01-020-049,LMP,5
Listas,2024EP,01-020-050,LMP,9
Listas,2024EP,01-020-051,LMP,10
Listas,2024EP,01-020-052,LMP,9
Listas,2024EP,01-020-053,LMP,10
Listas,2024EP,01-020-054,LMP,7
Listas,2024EP,01-020-055,LMP,4
Listas,2024EP,01-020-056,LMP,17
Listas,2024EP,01-020-057,LMP,3
Listas,2024EP,01-020-058,LMP,9
Listas,2024EP,01-020-059,LMP,4
Listas,2024EP,01-020-060,LMP,6
Listas,2024EP,01-020-061,LMP,4
Listas,2024EP,01-020-062,LMP,0
Listas,2024EP,01-021-001,LMP,8
Listas,2024EP,01-021-002,LMP,5
Listas,2024EP,01-021-003,LMP,11
Listas,2024EP,01-021-004,LMP,14
Listas,2024EP,01-021-005,LMP,17
Listas,2024EP,01-021-006,LMP,11
Listas,2024EP,01-021-007,LMP,11
Listas,2024EP,01-021-008,LMP,13
Listas,2024EP,01-021-009,LMP,13
Listas,2024EP,01-021-010,LMP,9
Listas,2024EP,01-021-011,LMP,2
Listas,2024EP,01-021-012,LMP,3
Listas,2024EP,01-021-013,LMP,10
Listas,2024EP,01-021-014,LMP,12
Listas,2024EP,01-021-015,LMP,15
Listas,2024EP,01-021-016,LMP,13
Listas,2024EP,01-021-017,LMP,10
Listas,2024EP,01-021-018,LMP,9
Listas,2024EP,01-021-019,LMP,16
Listas,2024EP,01-021-020,LMP,9
Listas,2024EP,01-021-021,LMP,6
Listas,2024EP,01-021-022,LMP,4
Listas,2024EP,01-021-023,LMP,11
Listas,2024EP,01-021-024,LMP,3
Listas,2024EP,01-021-025,LMP,10
Listas,2024EP,01-021-026,LMP,9
Listas,2024EP,01-021-027,LMP,6
Listas,2024EP,01-021-028,LMP,12
Listas,2024EP,01-021-029,LMP,3
Listas,2024EP,01-021-030,LMP,5
Listas,2024EP,01-021-031,LMP,6
Listas,2024EP,01-021-032,LMP,8
Listas,2024EP,01-021-033,LMP,12
Listas,2024EP,01-021-034,LMP,3
Listas,2024EP,01-021-035,LMP,5
Listas,2024EP,01-021-036,LMP,7
Listas,2024EP,01-021-037,LMP,8
Listas,2024EP,01-021-038,LMP,3
Listas,2024EP,01-021-039,LMP,5
Listas,2024EP,01-021-040,LMP,12
Listas,2024EP,01-021-041,LMP,6
Listas,2024EP,01-021-042,LMP,11
Listas,2024EP,01-021-043,LMP,8
Listas,2024EP,01-021-044,LMP,6
Listas,2024EP,01-021-045,LMP,8
Listas,2024EP,01-021-046,LMP,7
Listas,2024EP,01-021-047,LMP,1
Listas,2024EP,01-021-048,LMP,9
Listas,2024EP,01-021-049,LMP,9
Listas,2024EP,01-021-050,LMP,8
Listas,2024EP,01-021-051,LMP,8
Listas,2024EP,01-021-052,LMP,6
Listas,2024EP,01-021-053,LMP,10
Listas,2024EP,01-021-054,LMP,7
Listas,2024EP,01-021-055,LMP,13
Listas,2024EP,01-021-056,LMP,7
Listas,2024EP,01-021-057,LMP,6
Listas,2024EP,01-021-058,LMP,16
Listas,2024EP,01-021-059,LMP,5
Listas,2024EP,01-021-060,LMP,7
Listas,2024EP,01-021-061,LMP,8
Listas,2024EP,01-021-062,LMP,6
Listas,2024EP,01-021-063,LMP,9
Listas,2024EP,01-021-064,LMP,5
Listas,2024EP,01-021-065,LMP,9
Listas,2024EP,01-021-066,LMP,5
Listas,2024EP,01-021-067,LMP,2
Listas,2024EP,01-021-068,LMP,8
Listas,2024EP,01-021-069,LMP,10
Listas,2024EP,01-021-070,LMP,7
Listas,2024EP,01-022-001,LMP,10
Listas,2024EP,01-022-002,LMP,7
Listas,2024EP,01-022-003,LMP,15
Listas,2024EP,01-022-004,LMP,8
Listas,2024EP,01-022-005,LMP,14
Listas,2024EP,01-022-006,LMP,9
Listas,2024EP,01-022-007,LMP,10
Listas,2024EP,01-022-008,LMP,5
Listas,2024EP,01-022-009,LMP,5
Listas,2024EP,01-022-010,LMP,3
Listas,2024EP,01-022-011,LMP,11
Listas,2024EP,01-022-012,LMP,15
Listas,2024EP,01-022-013,LMP,15
Listas,2024EP,01-022-014,LMP,12
Listas,2024EP,01-022-015,LMP,9
Listas,2024EP,01-022-016,LMP,11
Listas,2024EP,01-022-017,LMP,14
Listas,2024EP,01-022-018,LMP,2
Listas,2024EP,01-022-019,LMP,7
Listas,2024EP,01-022-020,LMP,17
Listas,2024EP,01-022-021,LMP,7
Listas,2024EP,01-022-022,LMP,8
Listas,2024EP,01-022-023,LMP,19
Listas,2024EP,01-022-024,LMP,16
Listas,2024EP,01-022-025,LMP,15
Listas,2024EP,01-022-026,LMP,14
Listas,2024EP,01-022-027,LMP,15
Listas,2024EP,01-022-028,LMP,10
Listas,2024EP,01-022-029,LMP,13
Listas,2024EP,01-022-030,LMP,13
Listas,2024EP,01-022-031,LMP,9
Listas,2024EP,01-022-032,LMP,17
Listas,2024EP,01-022-033,LMP,7
Listas,2024EP,01-022-034,LMP,12
Listas,2024EP,01-022-035,LMP,10
Listas,2024EP,01-022-036,LMP,13
Listas,2024EP,01-022-037,LMP,11
Listas,2024EP,01-023-001,LMP,3
Listas,2024EP,01-023-002,LMP,8
Listas,2024EP,01-023-003,LMP,16
Listas,2024EP,01-023-004,LMP,10
Listas,2024EP,01-023-005,LMP,12
Listas,2024EP,01-023-006,LMP,8
Listas,2024EP,01-023-007,LMP,7
Listas,2024EP,01-023-008,LMP,4
Listas,2024EP,01-023-009,LMP,9
Listas,2024EP,01-023-010,LMP,11
Listas,2024EP,01-023-011,LMP,8
Listas,2024EP,01-023-012,LMP,13
Listas,2024EP,01-023-013,LMP,5
Listas,2024EP,01-023-014,LMP,0
Listas,2024EP,01-023-015,LMP,10
Listas,2024EP,01-023-016,LMP,14
Listas,2024EP,01-023-017,LMP,11
Listas,2024EP,01-023-018,LMP,7
Listas,2024EP,01-023-019,LMP,13
Listas,2024EP,01-023-020,LMP,7
Listas,2024EP,01-023-021,LMP,5
Listas,2024EP,01-023-022,LMP,11
Listas,2024EP,01-023-023,LMP,10
Listas,2024EP,01-023-024,LMP,7
Listas,2024EP,02-001-001,LMP,6
Listas,2024EP,02-002-001,LMP,0
Listas,2024EP,02-003-001,LMP,2
Listas,2024EP,02-004-001,LMP,0
Listas,2024EP,02-005-001,LMP,0
Listas,2024EP,02-006-001,LMP,11
Listas,2024EP,02-007-001,LMP,1
Listas,2024EP,02-008-001,LMP,5
Listas,2024EP,02-009-001,LMP,0
Listas,2024EP,02-010-001,LMP,2
Listas,2024EP,02-011-001,LMP,1
Listas,2024EP,02-012-001,LMP,0
Listas,2024EP,02-013-001,LMP,6
Listas,2024EP,02-014-001,LMP,1
Listas,2024EP,02-015-001,LMP,8
Listas,2024EP,02-016-001,LMP,0
Listas,2024EP,02-017-001,LMP,1
Listas,2024EP,02-018-001,LMP,0
Listas,2024EP,02-019-001,LMP,2
Listas,2024EP,02-020-001,LMP,0
Listas,2024EP,02-021-001,LMP,4
Listas,2024EP,02-022-001,LMP,6
Listas,2024EP,02-023-001,LMP,14
Listas,2024EP,02-023-002,LMP,1
Listas,2024EP,02-023-003,LMP,6
Listas,2024EP,02-024-001,LMP,4
Listas,2024EP,02-025-001,LMP,0
Listas,2024EP,02-026-001,LMP,0
Listas,2024EP,02-027-001,LMP,13
Listas,2024EP,02-028-001,LMP,6
Listas,2024EP,02-029-001,LMP,2
Listas,2024EP,02-030-001,LMP,2
Listas,2024EP,02-031-001,LMP,7
Listas,2024EP,02-032-001,LMP,0
Listas,2024EP,02-033-001,LMP,9
Listas,2024EP,02-034-001,LMP,5
Listas,2024EP,02-035-001,LMP,0
Listas,2024EP,02-036-001,LMP,4
Listas,2024EP,02-037-001,LMP,2
Listas,2024EP,02-038-001,LMP,0
Listas,2024EP,02-039-001,LMP,2
Listas,2024EP,02-040-001,LMP,4
Listas,2024EP,02-040-002,LMP,13
Listas,2024EP,02-040-003,LMP,8
Listas,2024EP,02-040-004,LMP,7
Listas,2024EP,02-041-001,LMP,4
Listas,2024EP,02-041-002,LMP,0
Listas,2024EP,02-042-001,LMP,0
Listas,2024EP,02-043-001,LMP,1
Listas,2024EP,02-044-001,LMP,2
Listas,2024EP,02-045-001,LMP,0
Listas,2024EP,02-046-001,LMP,2
Listas,2024EP,02-047-001,LMP,9
Listas,2024EP,02-048-001,LMP,8
Listas,2024EP,02-049-001,LMP,0
Listas,2024EP,02-050-001,LMP,2
Listas,2024EP,02-051-001,LMP,2
Listas,2024EP,02-052-001,LMP,1
Listas,2024EP,02-053-001,LMP,3
Listas,2024EP,02-054-001,LMP,1
Listas,2024EP,02-055-001,LMP,2
Listas,2024EP,02-056-001,LMP,1
Listas,2024EP,02-057-001,LMP,0
Listas,2024EP,02-058-001,LMP,0
Listas,2024EP,02-059-001,LMP,4
Listas,2024EP,02-060-001,LMP,0
Listas,2024EP,02-061-001,LMP,6
Listas,2024EP,02-062-001,LMP,2
Listas,2024EP,02-063-001,LMP,2
Listas,2024EP,02-064-001,LMP,7
Listas,2024EP,02-064-002,LMP,3
Listas,2024EP,02-065-001,LMP,5
Listas,2024EP,02-066-001,LMP,3
Listas,2024EP,02-067-001,LMP,5
Listas,2024EP,02-068-001,LMP,4
Listas,2024EP,02-069-001,LMP,5
Listas,2024EP,02-070-001,LMP,0
Listas,2024EP,02-071-001,LMP,3
Listas,2024EP,02-072-001,LMP,6
Listas,2024EP,02-073-001,LMP,0
Listas,2024EP,02-074-001,LMP,5
Listas,2024EP,02-075-001,LMP,1
Listas,2024EP,02-076-001,LMP,3
Listas,2024EP,02-077-001,LMP,3
Listas,2024EP,02-078-001,LMP,4
Listas,2024EP,02-079-001,LMP,6
Listas,2024EP,02-079-002,LMP,4
Listas,2024EP,02-080-001,LMP,2
Listas,2024EP,02-081-001,LMP,2
Listas,2024EP,02-082-001,LMP,1
Listas,2024EP,02-083-001,LMP,4
Listas,2024EP,02-083-002,LMP,0
Listas,2024EP,02-084-001,LMP,4
Listas,2024EP,02-084-002,LMP,2
Listas,2024EP,02-084-003,LMP,0
Listas,2024EP,02-085-001,LMP,4
Listas,2024EP,02-086-001,LMP,5
Listas,2024EP,02-087-001,LMP,2
Listas,2024EP,02-088-001,LMP,2
Listas,2024EP,02-089-001,LMP,8
Listas,2024EP,02-089-002,LMP,5
Listas,2024EP,02-089-003,LMP,4
Listas,2024EP,02-089-004,LMP,11
Listas,2024EP,02-090-001,LMP,2
Listas,2024EP,02-091-001,LMP,1
Listas,2024EP,02-092-001,LMP,1
Listas,2024EP,02-093-001,LMP,5
Listas,2024EP,02-094-001,LMP,2
Listas,2024EP,02-095-001,LMP,5
Listas,2024EP,02-095-002,LMP,6
Listas,2024EP,02-096-001,LMP,0
Listas,2024EP,02-097-001,LMP,0
Listas,2024EP,02-098-001,LMP,2
Listas,2024EP,02-098-002,LMP,2
Listas,2024EP,02-099-001,LMP,3
Listas,2024EP,02-100-001,LMP,0
Listas,2024EP,02-101-001,LMP,4
Listas,2024EP,02-101-002,LMP,3
Listas,2024EP,02-101-003,LMP,7
Listas,2024EP,02-102-001,LMP,0
Listas,2024EP,02-103-001,LMP,0
Listas,2024EP,02-104-001,LMP,1
Listas,2024EP,02-105-001,LMP,0
Listas,2024EP,02-106-001,LMP,2
Listas,2024EP,02-107-001,LMP,2
Listas,2024EP,02-108-001,LMP,1
Listas,2024EP,02-109-001,LMP,0
Listas,2024EP,02-110-001,LMP,1
Listas,2024EP,02-111-001,LMP,4
Listas,2024EP,02-112-001,LMP,1
Listas,2024EP,02-113-001,LMP,4
Listas,2024EP,02-114-001,LMP,1
Listas,2024EP,02-115-001,LMP,10
Listas,2024EP,02-116-001,LMP,1
