SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK14,OEVK26
09-020-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,020,Ebes,05,05
09-020-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,020,Ebes,05,05
09-020-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,020,Ebes,05,05
09-021-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-021-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-021-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-021-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-021-005,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-021-006,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-021-007,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,021,Egyek,05,05
09-022-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,022,Esztár,04,04
09-023-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,023,Folyás,06,06
09-024-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,024,Földes,05,05
09-024-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,024,Földes,05,05
09-024-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,024,Földes,05,05
09-024-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,024,Földes,05,05
09-025-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,025,Furta,04,04
09-026-001,09,HAJDÚ-BIHAR,03,Debrecen,,026,Fülöp,03,03
09-026-002,09,HAJDÚ-BIHAR,03,Debrecen,,026,Fülöp,03,03
09-026-003,09,HAJDÚ-BIHAR,03,Debrecen,,026,Fülöp,03,03
09-026-004,09,HAJDÚ-BIHAR,03,Debrecen,,026,Fülöp,03,03
09-027-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,027,Gáborján,04,04
09-028-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,028,Görbeháza,06,06
09-028-002,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,028,Görbeháza,06,06
09-028-003,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,028,Görbeháza,06,06
09-029-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,029,Hajdúbagos,04,04
09-029-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,029,Hajdúbagos,04,04
09-030-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-002,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-003,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-004,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-005,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-006,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-007,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-008,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-009,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-010,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-011,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-012,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-013,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-014,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-015,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-016,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-017,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-018,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-019,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-020,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-021,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-022,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-023,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-024,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-025,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-026,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-030-027,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,030,Hajdúböszörmény,06,06
09-031-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-002,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-003,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-004,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-005,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-006,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-007,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-031-008,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,031,Hajdúdorog,06,06
09-032-001,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-002,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-003,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-004,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-005,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-006,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-007,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-008,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-032-009,09,HAJDÚ-BIHAR,03,Debrecen,,032,Hajdúhadház,03,03
09-033-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-002,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-003,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-004,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-005,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-006,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-007,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-008,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-009,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-010,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-011,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-012,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-013,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-014,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-015,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-016,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-033-017,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,033,Hajdúnánás,06,06
09-034-001,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-002,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-003,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-004,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-005,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-006,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-007,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-008,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-034-009,09,HAJDÚ-BIHAR,03,Debrecen,,034,Hajdúsámson,03,03
09-035-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-005,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-006,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-007,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-008,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-009,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-010,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-011,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-012,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-013,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-014,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-015,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-016,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-017,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-018,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-019,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-035-020,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,035,Hajdúszoboszló,05,05
09-036-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,036,Hajdúszovát,05,05
09-036-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,036,Hajdúszovát,05,05
09-036-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,036,Hajdúszovát,05,05
09-037-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,037,Hencida,04,04
09-038-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,038,Hortobágy,05,05
09-038-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,038,Hortobágy,05,05
09-039-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,039,Hosszúpályi,04,04
09-039-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,039,Hosszúpályi,04,04
09-039-003,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,039,Hosszúpályi,04,04
09-039-004,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,039,Hosszúpályi,04,04
09-040-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,040,Kaba,05,05
09-040-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,040,Kaba,05,05
09-040-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,040,Kaba,05,05
09-040-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,040,Kaba,05,05
09-040-005,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,040,Kaba,05,05
09-041-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,041,Kismarja,04,04
09-042-001,09,HAJDÚ-BIHAR,03,Debrecen,,042,Kokad,03,03
09-043-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-003,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-004,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-005,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-006,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-007,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-043-008,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,043,Komádi,04,04
09-044-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,044,Konyár,04,04
09-044-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,044,Konyár,04,04
09-045-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,045,Körösszakál,04,04
09-046-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,046,Körösszegapáti,04,04
09-046-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,046,Körösszegapáti,04,04
09-047-001,09,HAJDÚ-BIHAR,03,Debrecen,,047,Létavértes,03,03
09-047-002,09,HAJDÚ-BIHAR,03,Debrecen,,047,Létavértes,03,03
09-047-003,09,HAJDÚ-BIHAR,03,Debrecen,,047,Létavértes,03,03
09-047-004,09,HAJDÚ-BIHAR,03,Debrecen,,047,Létavértes,03,03
09-047-005,09,HAJDÚ-BIHAR,03,Debrecen,,047,Létavértes,03,03
09-047-006,09,HAJDÚ-BIHAR,03,Debrecen,,047,Létavértes,03,03
09-048-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,048,Magyarhomorog,04,04
09-049-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,049,Mezõpeterd,04,04
09-050-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,050,Mezõsas,04,04
09-051-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,051,Mikepércs,04,04
09-051-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,051,Mikepércs,04,04
09-051-003,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,051,Mikepércs,04,04
09-051-004,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,051,Mikepércs,04,04
09-052-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,052,Monostorpályi,04,04
09-052-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,052,Monostorpályi,04,04
09-053-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,053,Nagyhegyes,05,05
09-053-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,053,Nagyhegyes,05,05
09-054-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,054,Nagykereki,04,04
09-055-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,055,Nagyrábé,04,04
09-055-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,055,Nagyrábé,04,04
09-056-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-056-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-056-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-056-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-056-005,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-056-006,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-056-007,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,056,Nádudvar,05,05
09-057-001,09,HAJDÚ-BIHAR,03,Debrecen,,057,Nyíracsád,03,03
09-057-002,09,HAJDÚ-BIHAR,03,Debrecen,,057,Nyíracsád,03,03
09-057-003,09,HAJDÚ-BIHAR,03,Debrecen,,057,Nyíracsád,03,03
09-057-004,09,HAJDÚ-BIHAR,03,Debrecen,,057,Nyíracsád,03,03
09-057-005,09,HAJDÚ-BIHAR,03,Debrecen,,057,Nyíracsád,03,03
09-057-006,09,HAJDÚ-BIHAR,03,Debrecen,,057,Nyíracsád,03,03
09-058-001,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-002,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-003,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-004,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-005,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-006,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-007,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-058-008,09,HAJDÚ-BIHAR,03,Debrecen,,058,Nyíradony,03,03
09-059-001,09,HAJDÚ-BIHAR,03,Debrecen,,059,Nyírábrány,03,03
09-059-002,09,HAJDÚ-BIHAR,03,Debrecen,,059,Nyírábrány,03,03
09-059-003,09,HAJDÚ-BIHAR,03,Debrecen,,059,Nyírábrány,03,03
09-059-004,09,HAJDÚ-BIHAR,03,Debrecen,,059,Nyírábrány,03,03
09-059-005,09,HAJDÚ-BIHAR,03,Debrecen,,059,Nyírábrány,03,03
09-060-001,09,HAJDÚ-BIHAR,03,Debrecen,,060,Nyírmártonfalva,03,03
09-060-002,09,HAJDÚ-BIHAR,03,Debrecen,,060,Nyírmártonfalva,03,03
09-061-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,061,Pocsaj,04,04
09-061-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,061,Pocsaj,04,04
09-062-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-062-002,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-062-003,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-062-004,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-062-005,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-062-006,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-062-007,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,062,Polgár,06,06
09-063-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-005,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-006,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-007,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-008,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-009,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-010,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-011,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-012,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-013,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-014,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-015,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-063-016,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,063,Püspökladány,05,05
09-064-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,064,Sáp,04,04
09-065-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,065,Sáránd,04,04
09-065-002,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,065,Sáránd,04,04
09-066-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,066,Sárrétudvari,05,05
09-066-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,066,Sárrétudvari,05,05
09-066-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,066,Sárrétudvari,05,05
09-067-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,067,Szentpéterszeg,04,04
09-068-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,068,Szerep,05,05
09-068-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,068,Szerep,05,05
09-069-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,069,Tetétlen,05,05
09-069-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,069,Tetétlen,05,05
09-070-001,09,HAJDÚ-BIHAR,03,Debrecen,,070,Téglás,03,03
09-070-002,09,HAJDÚ-BIHAR,03,Debrecen,,070,Téglás,03,03
09-070-003,09,HAJDÚ-BIHAR,03,Debrecen,,070,Téglás,03,03
09-070-004,09,HAJDÚ-BIHAR,03,Debrecen,,070,Téglás,03,03
09-070-005,09,HAJDÚ-BIHAR,03,Debrecen,,070,Téglás,03,03
09-071-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,071,Tépe,04,04
09-072-001,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,072,Tiszacsege,05,05
09-072-002,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,072,Tiszacsege,05,05
09-072-003,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,072,Tiszacsege,05,05
09-072-004,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,072,Tiszacsege,05,05
09-072-005,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,072,Tiszacsege,05,05
09-072-006,09,HAJDÚ-BIHAR,05,Hajdúszoboszló,,072,Tiszacsege,05,05
09-073-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,073,Tiszagyulaháza,06,06
09-074-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,074,Told,04,04
09-075-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,075,Újiráz,04,04
09-076-001,09,HAJDÚ-BIHAR,03,Debrecen,,076,Újléta,03,03
09-077-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,077,Újszentmargita,06,06
09-078-001,09,HAJDÚ-BIHAR,06,Hajdúböszörmény,,078,Újtikos,06,06
09-079-001,09,HAJDÚ-BIHAR,03,Debrecen,,079,Vámospércs,03,03
09-079-002,09,HAJDÚ-BIHAR,03,Debrecen,,079,Vámospércs,03,03
09-079-003,09,HAJDÚ-BIHAR,03,Debrecen,,079,Vámospércs,03,03
09-079-004,09,HAJDÚ-BIHAR,03,Debrecen,,079,Vámospércs,03,03
09-079-005,09,HAJDÚ-BIHAR,03,Debrecen,,079,Vámospércs,03,03
09-080-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,080,Váncsod,04,04
09-081-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,081,Vekerd,04,04
09-082-001,09,HAJDÚ-BIHAR,04,Berettyóújfalu,,082,Zsáka,04,04
10-001-001,10,HEVES,02,Gyöngyös,,001,Abasár,02,02
10-001-002,10,HEVES,02,Gyöngyös,,001,Abasár,02,02
10-002-001,10,HEVES,03,Hatvan,,002,Adács,03,03
10-002-002,10,HEVES,03,Hatvan,,002,Adács,03,03
10-002-003,10,HEVES,03,Hatvan,,002,Adács,03,03
10-003-001,10,HEVES,02,Gyöngyös,,003,Aldebrõ,02,02
10-004-001,10,HEVES,01,Eger,,004,Andornaktálya,01,01
10-004-002,10,HEVES,01,Eger,,004,Andornaktálya,01,01
10-005-001,10,HEVES,03,Hatvan,,005,Apc,03,03
10-005-002,10,HEVES,03,Hatvan,,005,Apc,03,03
10-005-003,10,HEVES,03,Hatvan,,005,Apc,03,03
10-006-001,10,HEVES,03,Hatvan,,006,Atkár,03,03
10-006-002,10,HEVES,03,Hatvan,,006,Atkár,03,03
10-007-001,10,HEVES,01,Eger,,007,Átány,01,01
10-008-001,10,HEVES,02,Gyöngyös,,008,Balaton,02,02
10-008-002,10,HEVES,02,Gyöngyös,,008,Balaton,02,02
10-009-001,10,HEVES,02,Gyöngyös,,009,Bátor,02,02
10-010-001,10,HEVES,02,Gyöngyös,,010,Bekölce,02,02
10-011-001,10,HEVES,01,Eger,,011,Besenyõtelek,01,01
10-011-002,10,HEVES,01,Eger,,011,Besenyõtelek,01,01
10-011-003,10,HEVES,01,Eger,,011,Besenyõtelek,01,01
10-012-001,10,HEVES,02,Gyöngyös,,012,Bélapátfalva,02,02
10-012-002,10,HEVES,02,Gyöngyös,,012,Bélapátfalva,02,02
10-012-003,10,HEVES,02,Gyöngyös,,012,Bélapátfalva,02,02
10-013-001,10,HEVES,03,Hatvan,,013,Boconád,03,03
10-014-001,10,HEVES,02,Gyöngyös,,014,Bodony,02,02
10-015-001,10,HEVES,03,Hatvan,,015,Boldog,03,03
10-015-002,10,HEVES,03,Hatvan,,015,Boldog,03,03
10-015-003,10,HEVES,03,Hatvan,,015,Boldog,03,03
10-016-001,10,HEVES,02,Gyöngyös,,016,Bükkszenterzsébet,02,02
10-017-001,10,HEVES,02,Gyöngyös,,017,Bükkszentmárton,02,02
10-018-001,10,HEVES,02,Gyöngyös,,018,Bükkszék,02,02
10-019-001,10,HEVES,03,Hatvan,,019,Csány,03,03
10-019-002,10,HEVES,03,Hatvan,,019,Csány,03,03
10-019-003,10,HEVES,03,Hatvan,,019,Csány,03,03
10-020-001,10,HEVES,01,Eger,,020,Demjén,01,01
10-021-001,10,HEVES,02,Gyöngyös,,021,Detk,02,02
10-022-001,10,HEVES,02,Gyöngyös,,022,Domoszló,02,02
10-022-002,10,HEVES,02,Gyöngyös,,022,Domoszló,02,02
10-023-001,10,HEVES,01,Eger,,023,Dormánd,01,01
10-024-001,10,HEVES,03,Hatvan,,024,Ecséd,03,03
10-024-002,10,HEVES,03,Hatvan,,024,Ecséd,03,03
